,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
1300,Ugx3CTLDzRNZyF1t0Fp4AaABAg,cipta wijaya,2023-06-06 14:03:30+00:00,harga   sumatra selatan wuling ev an jt ampir banding terios rush dl spklu sumatra selatan sedia sparepart baterai biaya baik baterai rancu perihal jual harga jatuh terlalu jauh,harga sumatra selatan wuling ev an juta ampir banding terios rush spklu sumatra selatan sedia sparepart baterai biaya baterai rancu perihal jual harga jatuh,negatif,harga   sumatra selatan wuling ev an juta ampir banding terios rush dulu spklu sumatra selatan sedia sparepart baterai biaya baik baterai rancu perihal jual harga jatuh terlalu jauh
1301,Ugz5X8kSMjBrnjp1X_R4AaABAg,Reni Rio,2023-06-06 14:02:36+00:00,gimana sih perintah satu sisi warga mobilisasi naik transportasi umum urai macet lebih baik kendara kendara umum masyarakat mana naik transportasi umum lagi tagih naik biaya bulan bengkak,perintah sisi warga mobilisasi transportasi urai macet kendara kendara masyarakat transportasi tagih biaya bengkak,netral,bagaimana sih perintah satu sisi warga mobilisasi naik transportasi umum urai macet lebih baik kendara kendara umum masyarakat mana naik transportasi umum lagi tagih naik biaya bulan bengkak
1302,UgyoMVoYZwZoJTXd7_d4AaABAg,gimbal dieng,2023-06-06 14:02:09+00:00,soal   buat trek,trek,negatif,soal   buat trek
1303,UgzkbWRDuLrEz3R6QFF4AaABAg,slash\,2023-06-06 14:02:09+00:00,ken ancur,ken hancur,positif,ken hancur
1304,Ugyy5QG7n7k1F_SGkHF4AaABAg,Ar'z 4.57,2023-06-06 14:02:05+00:00,produksi begitu mending genjot b b jelas bantu rakyat kecil   tani sawit harga sawit makin anjlok sampe sekarang,produksi mending genjot b b bantu rakyat tani sawit harga sawit anjlok,negatif,produksi begitu mending genjot b b jelas bantu rakyat kecil   tani sawit harga sawit makin anjlok sampai sekarang
1305,UgwpRSXiy2-Z88gkRwt4AaABAg,Rahmawti,2023-06-06 14:01:09+00:00,negara maju malaysia   nga laku negara konoha byr   banyak   nunggak ,negara maju malaysia laku negara konoha bayar tunggak,netral,negara maju malaysia   tidak laku negara konoha bayar   banyak   menunggak 
1306,Ugx5bCthzCPxKPR3Myl4AaABAg,💥apinkputra💫,2023-06-06 14:00:01+00:00,sbnrnya sya brminat karna muldongo   bicara sya   minat,brminat muldongo bicara minat,positif,sebenarnya saya brminat karena muldongo   bicara saya   minat
1307,UgyBMCxXAe1VUuocfAJ4AaABAg,Yellow Garden,2023-06-06 13:59:38+00:00,masalah lobang ozon makin buka   ada bahan bakar fosil depan mau mau kendara bahan bakar fosil hilang,lobang ozon buka bahan bakar fosil kendara bahan bakar fosil hilang,negatif,masalah lobang ozon makin buka   ada bahan bakar fosil depan mau mau kendara bahan bakar fosil hilang
1308,UgzHbE8vWzsgDQRcOF54AaABAg,Indora yusakobus,2023-06-06 13:59:35+00:00,murah negara masyarakat tahu kualitas kendara negara bagaimana produsen   percaya masyarakat jepang korea harga mahal jangkau,murah negara masyarakat kualitas kendara negara produsen percaya masyarakat jepang korea harga mahal jangkau,positif,murah negara masyarakat tahu kualitas kendara negara bagaimana produsen   percaya masyarakat jepang korea harga mahal jangkau
1309,Ugy_Pxsjs0ObOYgbl5h4AaABAg,Haidar Alvaro,2023-06-06 13:59:25+00:00,charging station ev bnyak sharusnya   produksi kndraan dg sumber energi hawa busuk mulut koruptor stok koruptor wakanda bnyak sedia limpah pusat smpai pelosok daerah pmilik kndaraan   mau cari congor koruptor makin gampang   sbagian iklan pakai baju oren ketawa ketiwi,charging station ev produksi kndraan sumber energi hawa busuk mulut koruptor stok koruptor wakanda sedia limpah pusat pelosok daerah pmilik kndaraan cari congor koruptor gampang sbagian iklan pakai baju oren tertawa ketiwi,positif,charging station ev banyak seharusnya   produksi kndraan dengan sumber energi hawa busuk mulut koruptor stok koruptor wakanda banyak sedia limpah pusat sampai pelosok daerah pmilik kndaraan   mau cari congor koruptor makin gampang   sbagian iklan pakai baju oren tertawa ketiwi
1310,UgzMheCaV6s29a_a-oV4AaABAg,DD,2023-06-06 13:58:39+00:00,subsidi didik gratis kuliah  jangan  cuma  tahun  naik rank didik dunia masa rank bola   perhati,subsidi didik gratis kuliah rank didik dunia rank bola perhati,negatif,subsidi didik gratis kuliah  jangan  cuma  tahun  naik rank didik dunia masa rank bola   perhati
1311,UgxSNH_vSMqXB1BEAWZ4AaABAg,komentator,2023-06-06 13:58:07+00:00,  langsung potong   pikir t ngecasnya kurang takut mogok jalan,langsung potong pikir t ngecasnya takut mogok jalan,negatif,  langsung potong   pikir t ngecasnya kurang takut mogok jalan
1312,Ugw7utggUQLicD5bn4d4AaABAg,maltosse,2023-06-06 13:57:25+00:00,rakyat mau honda sama yamaha keluarin motor,rakyat honda yamaha keluar motor,positif,rakyat mau honda sama yamaha mengeluarkan motor
1313,UgwvnrwA2KEey7ILbLt4AaABAg,Benny Wei,2023-06-06 13:57:18+00:00,kendara   fleksible lama nunggu ngecas banding isi bbm hitung menit,kendara fleksible tunggu ngecas banding isi bahan bakar minyak hitung menit,negatif,kendara   fleksible lama menunggu ngecas banding isi bahan bakar minyak hitung menit
1314,UgzFzkpYy9tv8SHM80F4AaABAg,Helly Co Pulau City,2023-06-06 13:57:11+00:00,hrg msh blm trjangkau,harga trjangkau,netral,harga masih belum trjangkau
1315,UgzqQ_Wk2ZHL51_cjLx4AaABAg,anggah,2023-06-06 13:56:28+00:00,ujung ujung tarif naik,ujung ujung tarif,negatif,ujung ujung tarif naik
1316,Ugx_-GZTLAR3oiSStep4AaABAg,Rise Hardware,2023-06-06 13:55:47+00:00,mahal boz   beli udh banyak   wuling paling murah jt     proper bawa luarkota,mahal boz beli wuling murah juta proper bawa luarkota,negatif,mahal boz   beli sudah banyak   wuling paling murah juta     proper bawa luarkota
1317,Ugw_L9D-r8Rys9YgLTF4AaABAg,Andhika Bhagaskara,2023-06-06 13:54:57+00:00,muldoko sangat penting takut rugi jd ketua asosiasi,muldoko takut rugi ketua asosiasi,negatif,muldoko sangat penting takut rugi jadi ketua asosiasi
1318,Ugzb98zY2YulwaH56_l4AaABAg,WIJOYO FARM🐓,2023-06-06 13:54:44+00:00,cuma alih isu bbm,alih isu bahan bakar minyak,negatif,cuma alih isu bahan bakar minyak
1319,Ugxup9oElp0EWs6Mv6x4AaABAg,top global,2023-06-06 13:54:31+00:00,tinggal konvensional dikenain pajak lebih kurang pajak se simple loh,tinggal konvensional dikenain pajak pajak simple,negatif,tinggal konvensional dikenain pajak lebih kurang pajak se simple lah
1320,UgyCZ6ay3VQshkl-Wqd4AaABAg,naldi,2023-06-06 13:54:07+00:00,naik kendara tiap tahun naik persen   imbas subsidi bbm makin besar subsidi kendara tekan alih subsidi bbm   nama oposisi jadi komoditas jatuh lawan,kendara persen imbas subsidi bahan bakar minyak subsidi kendara tekan alih subsidi bahan bakar minyak nama oposisi komoditas jatuh lawan,negatif,naik kendara tiap tahun naik persen   imbas subsidi bahan bakar minyak makin besar subsidi kendara tekan alih subsidi bahan bakar minyak   nama oposisi jadi komoditas jatuh lawan
1321,Ugy-g6ZM5o1Jh5TIft14AaABAg,Valentino Terok,2023-06-06 13:53:18+00:00,sulawesi blum terima kendara beberapa blum sedia tempat isi daya semua spbu sulawesi biasa jalan jauh hari makassar manado biasa laku jalan hari malam klaw rata isi bbm menit spbu mas lebih cepat isi bbm hitung menit ful tangki tunggu isi baterai ber jam waktu buang percuma tunggu isi baterai tutup mungkin jalan lebih lama tempat tuju,sulawesi terima kendara sedia isi daya spbu sulawesi jalan makassar manado laku jalan malam isi bahan bakar minyak menit spbu mas cepat isi bahan bakar minyak hitung menit ful tangki tunggu isi baterai ber jam buang tunggu isi baterai tutup jalan tuju,negatif,sulawesi belum terima kendara beberapa belum sedia tempat isi daya semua spbu sulawesi biasa jalan jauh hari makassar manado biasa laku jalan hari malam kalau rata isi bahan bakar minyak menit spbu mas lebih cepat isi bahan bakar minyak hitung menit ful tangki tunggu isi baterai ber jam waktu buang percuma tunggu isi baterai tutup mungkin jalan lebih lama tempat tuju
1322,UgzCWwKlHil7j9s4xyx4AaABAg,harry,2023-06-06 13:53:10+00:00,kendara ingin masyarakat indonesia harga bawah jt bahkan bawah jt jarak tempuh minimal km muat banyak tumpang minimal tumpang bagasi lega kuat nanjak,kendara masyarakat indonesia harga juta juta jarak tempuh minimal km muat tumpang minimal tumpang bagasi lega kuat nanjak,negatif,kendara ingin masyarakat indonesia harga bawah juta bahkan bawah juta jarak tempuh minimal km muat banyak tumpang minimal tumpang bagasi lega kuat nanjak
1323,Ugy9eRAnd50yU5RHLE14AaABAg,BIMA PANCA PANDAWA,2023-06-06 13:53:08+00:00,coba pikir positif udara  sekarang  penuh racun polusi  sekarang  sama sadar bahaya bencana sakit paru,coba pikir positif udara penuh racun polusi sadar bahaya bencana sakit paru,negatif,coba pikir positif udara  sekarang  penuh racun polusi  sekarang  sama sadar bahaya bencana sakit paru
1324,UgzuDKrI7Mbgn7XdLqV4AaABAg,Sharing Aja,2023-06-06 13:52:43+00:00,subsidi solar panel perlu lo ntar liatrik   chargenya pake batu bara,subsidi solar panel liatrik chargenya pakai batu bara,positif,subsidi solar panel perlu kamu nanti liatrik   chargenya pakai batu bara
1325,UgwVPkCR8x-HfyJWmG94AaABAg,Irwan Wan,2023-06-06 13:52:08+00:00,batrai sendiri sedang rusak mgambil partai  orang ,batrai rusak mgambil partai orang,negatif,batrai sendiri sedang rusak mgambil partai  orang 
1326,UgwerBtuCnHutn-HOAR4AaABAg,SUSILO,2023-06-06 13:51:48+00:00,mungkin dimodif mio mber,dimodif mio mber,negatif,mungkin dimodif mio mber
1327,UgyKTrldvoQk4foUJHN4AaABAg,Kitiran Sewu,2023-06-06 13:51:39+00:00,tambang nikel   harga  tetap  mahal ,tambang nikel harga mahal,positif,tambang nikel   harga  tetap  mahal 
1328,UgzIshMvA71dOEaTMZx4AaABAg,dark angel,2023-06-06 13:51:01+00:00,  kasih isentif   msh harga avanza cba   harga lcgc bawah laku,kasih isentif harga avanza coba harga lcgc laku,positif,  kasih isentif   masih harga avanza coba   harga lcgc bawah laku
1329,UgxDdjttRdXuX24G_Ed4AaABAg,Asep Rahman,2023-06-06 13:50:14+00:00,harga mahal harga mahal daya rata rumah indonesia kecil charge susah lama butuh jam an,harga mahal harga mahal daya rumah indonesia charge susah butuh jam an,negatif,harga mahal harga mahal daya rata rumah indonesia kecil charge susah lama butuh jam an
1330,UgxfPi_He_2Lz-ZvoDJ4AaABAg,dony prasetyo,2023-06-06 13:48:30+00:00,tempat ngecas   msih susah apalgi daerah,ngecas susah daerah,negatif,tempat ngecas   masih susah apalagi daerah
1331,UgwhcikYHvNnLfvcV_J4AaABAg,DAND,2023-06-06 13:47:50+00:00,target emisi nol negara tahun,target emisi nol negara,negatif,target emisi nol negara tahun
1332,UgyVBgNUANAWi2qy3lZ4AaABAg,Kukuh Budhi S,2023-06-06 13:47:37+00:00,minyak goreng     bayar vendor waskita   bnyak     bayar mau ngelawak apa  gimana ,minyak goreng bayar vendor waskita bayar lawak,negatif,minyak goreng     bayar vendor waskita   banyak     bayar mau melawak apa  bagaimana 
1333,UgwWKbOQGWZmNDdX7lJ4AaABAg,AB E,2023-06-06 13:46:00+00:00,  btuh waktu semua,butuh,negatif,  butuh waktu semua
1334,UgzheHlr3AKdlpLiced4AaABAg,Gloryhunter,2023-06-06 13:45:33+00:00,elon musk lawan wong raja bisnis global,elon musk lawan orang raja bisnis global,netral,elon musk lawan orang raja bisnis global
1335,UgzYc1ctFp-tAO3exE54AaABAg,roni Acong,2023-06-06 13:45:19+00:00,jngan jual bensin masyarakat lngsung pindah     pnya duit bain utang kredit,jual bensin masyarakat langsung pindah duit bain utang kredit,negatif,jangan jual bensin masyarakat langsung pindah     punya duit bain utang kredit
1336,UgwA2bDDuxfc-ET8O4B4AaABAg,Dea Lova,2023-06-06 13:45:01+00:00,terlalu murah orang kaya mau harga triliun njing,murah orang harga triliun anjing,positif,terlalu murah orang kayak mau harga triliun anjing
1337,Ugz0AF4R3oI6JaU1TTd4AaABAg,masboyoioi,2023-06-06 13:44:57+00:00,orang tani pajero fortuner masak kurang meciing,orang tani pajero fortuner masak meciing,negatif,orang tani pajero fortuner masak kurang meciing
1338,UgzxDp4SylFQaWrKBWt4AaABAg,Sri Atin,2023-06-06 13:44:27+00:00,terlalu mahal   pakai kota,mahal pakai kota,negatif,terlalu mahal   pakai kota
1339,UgyYPVUWpvvhBPaIk-14AaABAg,Putra Pranata,2023-06-06 13:44:24+00:00,banyakin sepeda subsidi harga juta kasih subsidi juta masyarakat bayar juta sama   harga hp banyak beli motor bensin jarang si pakai,banyak sepeda subsidi harga juta kasih subsidi juta masyarakat bayar juta harga handphone beli motor bensin jarang pakai,positif,perbanyak sepeda subsidi harga juta kasih subsidi juta masyarakat bayar juta sama   harga handphone banyak beli motor bensin jarang sih pakai
1340,UgxQ50nFgxj3s37sJCF4AaABAg,Tugiman TG,2023-06-06 13:44:23+00:00,terlalu mahal unit lucu kuno,mahal unit lucu kuno,negatif,terlalu mahal unit lucu kuno
1341,UgwxqQky8QfQDIhBP3B4AaABAg,jimmy lin,2023-06-06 13:44:12+00:00,benar masalah pakai dlm kota hemat luar biasa orang indonesia suka uda beli jual mikirnya susah   jual harga jual gmana masalah brand jepang dichina brand jepang uda mulai turun pamor harga jual beli uda obral   diindo orng percaya jepang drpd china padahal tecknologi ev   china uda mantap mudah masalah diindo dichina semua pakai ev udara bersih hemat kantong biaya ngecas murah biaya servis murah sekali contoh pakai dichina   ev kilo kena biaya cas rmb rp bensin kilo biaya isi minyak rp biaya servis ev kilo rp besin kena biaya rp   sedan kecil enak sekali pakai suara senyap rasa mewah,pakai kota hemat orang indonesia suka beli jual pikir susah jual harga jual merek jepang dichina merek jepang turun pamor harga jual beli obral diindo orang percaya jepang cina tecknologi ev cina mantap mudah diindo dichina pakai ev udara bersih hemat kantong biaya ngecas murah biaya servis murah contoh pakai dichina ev kilo kena biaya cas rmb rupiah bensin kilo biaya isi minyak rupiah biaya servis ev kilo rupiah besin kena biaya rupiah sedan enak pakai suara senyap mewah,negatif,benar masalah pakai dalam kota hemat luar biasa orang indonesia suka sudah beli jual memikirnya susah   jual harga jual bagaimana masalah merek jepang dichina merek jepang sudah mulai turun pamor harga jual beli sudah obral   diindo orang percaya jepang daripada cina padahal tecknologi ev   cina sudah mantap mudah masalah diindo dichina semua pakai ev udara bersih hemat kantong biaya ngecas murah biaya servis murah sekali contoh pakai dichina   ev kilo kena biaya cas rmb rupiah bensin kilo biaya isi minyak rupiah biaya servis ev kilo rupiah besin kena biaya rupiah   sedan kecil enak sekali pakai suara senyap rasa mewah
1342,UgzBfWi6Q_WrNK24hMR4AaABAg,Yogi,2023-06-06 13:43:30+00:00,batre rusak auto mangkrak,baterai rusak auto mangkrak,negatif,baterai rusak auto mangkrak
1343,UgxgJ3-snsJ6fMUjZdR4AaABAg,kevin,2023-06-06 13:42:17+00:00,buat atur sama jual orang sama tarik,atur jual orang tarik,positif,buat atur sama jual orang sama tarik
1344,UgxLDfS9xPgXMtHSpNB4AaABAg,apitli 48,2023-06-06 13:40:54+00:00,  pasang buat ngecas pom pom bensin mana,pasang ngecas pom pom bensin,positif,  pasang buat ngecas pom pom bensin mana
1345,Ugx1zK7p-r4LbjqZLM54AaABAg,Izoes,2023-06-06 13:40:23+00:00,isi batre butuh durasi lama harga batre   ganti mahal harga jg   rada keren mahal   maksa gt malah nyekik  orang ,isi baterai butuh durasi harga baterai ganti mahal harga keren mahal paksa nyekik orang,negatif,isi baterai butuh durasi lama harga baterai   ganti mahal harga juga   agak keren mahal   memaksa begitu malah nyekik  orang 
1346,Ugw9IKfGvJKNsmP9wzJ4AaABAg,Sukoyo Koyo,2023-06-06 13:40:16+00:00,gimana mo laku harga mahal   tempat charge susah,laku harga mahal charge susah,negatif,bagaimana mau laku harga mahal   tempat charge susah
1347,UgyOqcgp6YzLL4eV3fN4AaABAg,Dymas Rp,2023-06-06 13:38:58+00:00,buat cina marak sih kualitas material payah,cina marak kualitas material payah,positif,buat cina marak sih kualitas material payah
1348,UgwYS_0729BzMQeVjkV4AaABAg,Ari Pratono,2023-06-06 13:38:54+00:00,buat rakit   banyak mau beli,rakit beli,positif,buat rakit   banyak mau beli
1349,UgyKJAFdAoSCEzqa1WB4AaABAg,Haryono Suyono,2023-06-06 13:38:39+00:00,mau beli tarif udh naikin dulu trus   lowbat apa tiap daerah udh buat charger,beli tarif naik lowbat daerah charger,positif,mau beli tarif sudah naikan dulu terus   lowbat apa tiap daerah sudah buat charger
1350,UgwyTpcXq22Hh4tckv94AaABAg,Mas Paijo,2023-06-06 13:38:00+00:00,perhati nasib tani,perhati nasib tani,netral,perhati nasib tani
1351,UgyjcwqWFKL28zlsPM54AaABAg,frasa internasional,2023-06-06 13:36:01+00:00,tahun jual ev naik karna rasa penasaran orang     ktika customer experience mulai lihat pasca mudik lebaran susah pakai pulang kampung langsung anjlok tambah brand awarenes jual j ada top of mind saran baik dulu infrastruktur pelosok kampung baru bicara restitusi lalu paksa atpm jepang   brand awarenessnya super tinggi lebih depan ev   semangat jual kendara brand sendiri malah macam moeldoko keponakan opung luhut ketua kadin hingga wika orang indonesia gantung brand strategy customer experience bos bodo mau kasih harga berapa lihat j brand jepang soal fitur kalah banyak harga jauh lebih mahal angka jual selalu paling tinggi,jual ev penasaran orang customer experience lihat pasca mudik lebaran susah pakai pulang kampung langsung anjlok merek awarenes jual j top of mind saran infrastruktur pelosok kampung bicara restitusi paksa atpm jepang merek awarenessnya super ev semangat jual kendara merek moeldoko keponakan opung luhut ketua kamar dagang industri wika orang indonesia gantung merek strategy customer experience bos bodoh kasih harga lihat j merek jepang fitur kalah harga mahal angka jual,positif,tahun jual ev naik karena rasa penasaran orang     ketika customer experience mulai lihat pasca mudik lebaran susah pakai pulang kampung langsung anjlok tambah merek awarenes jual j ada top of mind saran baik dulu infrastruktur pelosok kampung baru bicara restitusi lalu paksa atpm jepang   merek awarenessnya super tinggi lebih depan ev   semangat jual kendara merek sendiri malah macam moeldoko keponakan opung luhut ketua kamar dagang dan industri hingga wika orang indonesia gantung merek strategy customer experience bos bodoh mau kasih harga berapa lihat j merek jepang soal fitur kalah banyak harga jauh lebih mahal angka jual selalu paling tinggi
1352,Ugxb1wCUTh_ISHUAKVt4AaABAg,Fajar Ks,2023-06-06 13:34:54+00:00,tenang semua butuh proses alih ev waktu mungkin butuh waktu tahun budaya manusia mmg alih ev harga ev mulai jangkau tekhnologi ev   matang,tenang butuh proses alih ev butuh budaya manusia alih ev harga ev jangkau tekhnologi ev matang,negatif,tenang semua butuh proses alih ev waktu mungkin butuh waktu tahun budaya manusia memang alih ev harga ev mulai jangkau tekhnologi ev   matang
1353,Ugw4HgNarBVDqcknwCN4AaABAg,Rifqi DKIJKT,2023-06-06 13:34:42+00:00,baik kualitas baterai isi service suku cadang pulau jawa garansi baterai kurang   th uji tes jalan gunung banyak mekanik,kualitas baterai isi service suku cadang pulau jawa garansi baterai uji tes jalan gunung mekanik,negatif,baik kualitas baterai isi service suku cadang pulau jawa garansi baterai kurang   tahun uji tes jalan gunung banyak mekanik
1354,UgzN5KqypcrWu-vkOwx4AaABAg,Clip Viral,2023-06-06 13:34:30+00:00,kendara sekarang sedia mobilitas kota   fasilitas isi blm rata trus banyak lemah banding kendara petrol,kendara sedia mobilitas kota fasilitas isi lemah banding kendara petrol,negatif,kendara sekarang sedia mobilitas kota   fasilitas isi belum rata terus banyak lemah banding kendara petrol
1355,UgwNnZ5lkV4HoRJADWd4AaABAg,X Property,2023-06-06 13:33:16+00:00,lama bensin sedia warga konoha gal bakal mau alih coba bensin mahal hilang pasar langsung alih motor,bensin sedia warga konoha gal alih coba bensin mahal hilang pasar langsung alih motor,positif,lama bensin sedia warga konoha gal bakal mau alih coba bensin mahal hilang pasar langsung alih motor
1356,UgyuNuFBvOXOLedSCgR4AaABAg,몽상가,2023-06-06 13:32:34+00:00,fasilitas tak rata mau gimana subsidi banyak   minat swap charging station   langka bikin ragu subsidi   fasilitator milik spbu supemarket hotel dk   mau pasang swap charging station kontra subsidi    orang  mampu jg kurang ragu warga   mau beli,fasilitas subsidi minat swap charging station langka bikin ragu subsidi fasilitator milik spbu supemarket hotel dk pasang swap charging station kontra subsidi orang ragu warga beli,netral,fasilitas tak rata mau bagaimana subsidi banyak   minat swap charging station   langka bikin ragu subsidi   fasilitator milik spbu supemarket hotel dk   mau pasang swap charging station kontra subsidi    orang  mampu juga kurang ragu warga   mau beli
1357,UgznraF4ni4OYCPI42h4AaABAg,Jaynou Oliver Beck,2023-06-06 13:31:59+00:00,nunggu kabel charger type c,tunggu kabel charger tipe c,positif,menunggu kabel charger tipe c
1358,UgwHAoc2o1ZnwUkjKdR4AaABAg,Yuandra Zulvifan,2023-06-06 13:31:51+00:00,susah ngisi ulang ces batre,susah isi ulang ces baterai,negatif,susah mengisi ulang ces baterai
1359,Ugxn2mw0s753mRHcId14AaABAg,CENEL NYA WONG NYADAP KARET. NYADAP KARET,2023-06-06 13:31:19+00:00,maaf bos ku mau nanya nih lewat jalan   banjir sampe tenggelam paruh apa konslet maaf orang kebun   tau bos,maaf bos ku jalan banjir tenggelam paruh korsleting maaf orang kebun tau bos,negatif,maaf bos ku mau bertanya nih lewat jalan   banjir sampai tenggelam paruh apa korsleting maaf orang kebun   tau bos
1360,UgzlVNjSWVQtc874ALJ4AaABAg,Sukmaning Basudewa,2023-06-06 13:31:09+00:00,insentif apa   kasih produsen cuma pajek ntar revisi abis laris manis,insentif kasih produsen pajek revisi habis laris manis,negatif,insentif apa   kasih produsen cuma pajek nanti revisi habis laris manis
1361,UgwVyOxvjhav9oqdEcp4AaABAg,HDY,2023-06-06 13:25:09+00:00,gmana mw laku    orang  indonesia punya budaya parkir jalan walaupun drmh parkir pribadi,mw laku orang indonesia budaya parkir jalan rumah parkir pribadi,positif,bagaimana mw laku    orang  indonesia punya budaya parkir jalan walaupun di rumah parkir pribadi
1362,UgwqX6pvgEnKKETcI714AaABAg,Bobby power,2023-06-06 13:24:59+00:00,perintah ngelawak rakyat irit bbm   alih bayar   mahal podo bae duit balik negara,perintah lawak rakyat irit bahan bakar minyak alih bayar mahal podo duit negara,negatif,perintah melawak rakyat irit bahan bakar minyak   alih bayar   mahal podo baik duit balik negara
1363,UgziW9kWbEI3mh88doB4AaABAg,Blackplague,2023-06-06 13:24:44+00:00,  pakai jalan jauh,pakai jalan,negatif,  pakai jalan jauh
1364,UgwieGZLvxvTBkIHxWp4AaABAg,plat tipus,2023-06-06 13:23:02+00:00,susah   aki tekor pelosok beda sama bbm   pelosok mudah dapat,susah aki tekor pelosok beda bahan bakar minyak pelosok mudah,negatif,susah   aki tekor pelosok beda sama bahan bakar minyak   pelosok mudah dapat
1365,UgyEamx75bEb8amLf4R4AaABAg,Arya Kamandanu,2023-06-06 13:20:59+00:00,motor uji bandel motor bbm,motor uji bandel motor bahan bakar minyak,negatif,motor uji bandel motor bahan bakar minyak
1366,Ugwp4a8MP8oXf4TcHot4AaABAg,NS TV produksi,2023-06-06 13:19:15+00:00,batre hp ledak apa batre china motor ledak tutup mungkin ngeri enak motor beat aman cicil murah irit,baterai handphone ledak baterai cina motor ledak tutup ngeri enak motor beat aman cicil murah irit,negatif,baterai handphone ledak apa baterai cina motor ledak tutup mungkin ngeri enak motor beat aman cicil murah irit
1367,UgyWPAjAm1uFFwJM2yN4AaABAg,edpratomo,2023-06-06 13:18:42+00:00,sendiri usaha,usaha,negatif,sendiri usaha
1368,UgzzPRU5vpZZJZ05p4B4AaABAg,Madara95,2023-06-06 13:17:12+00:00,mahal susah   mw mudik pelosok,mahal susah mw mudik pelosok,negatif,mahal susah   mw mudik pelosok
1369,Ugz1OwB2OMCDuD6mGZZ4AaABAg,irfan perdana,2023-06-06 13:14:05+00:00,mungkin tahun baru laku v,laku v,negatif,mungkin tahun baru laku v
1370,UgzZYnkohPyMs2Vq0WZ4AaABAg,Wantupai ZR,2023-06-06 13:13:13+00:00,stil mahal warga   kurang uang,stil mahal warga uang,negatif,stil mahal warga   kurang uang
1371,UgxuKchJ3dicRUxkPeV4AaABAg,ade wijaya,2023-06-06 13:10:11+00:00,naik pajak bbm,pajak bahan bakar minyak,negatif,naik pajak bahan bakar minyak
1372,UgwH06tgV7vzrc73xBl4AaABAg,Penma Pangandaran,2023-05-19 02:40:53+00:00, sila  subsidi bbm kembali adil subsidi orang kaya sedangakan bbm kaya miskin,sila subsidi bahan bakar minyak adil subsidi orang sedangakan bahan bakar minyak miskin,negatif, sila  subsidi bahan bakar minyak kembali adil subsidi orang kayak sedangakan bahan bakar minyak kayak miskin
1373,Ugy4FUTGAyKMfc0WOlJ4AaABAg,Mas ri,2023-05-13 10:18:04+00:00,banyak anggar subsidi   kurang jelas pertanggungjawaban tambah proyek subsidi masalah aman anggar subsidi pertanggungjawaban,anggar subsidi pertanggungjawaban proyek subsidi aman anggar subsidi pertanggungjawaban,netral,banyak anggar subsidi   kurang jelas pertanggungjawaban tambah proyek subsidi masalah aman anggar subsidi pertanggungjawaban
1374,Ugzi3UqbwADnNK7xVal4AaABAg,MUSSEUM_sepatubranded,2023-05-13 07:31:08+00:00,si sri pihak rakyat memikirian asn kapan infonesia bubar,sri rakyat memikirian aparatur sipil negara infonesia bubar,negatif,sih sri pihak rakyat memikirian aparatur sipil negara kapan infonesia bubar
1375,UgydBX9K2w08r4yd9dx4AaABAg,Rizky Squad,2023-05-04 13:30:12+00:00,pegawai perintah untuk pakai produk abc dongkrak pasar kurang bbm besar harap perintah slm sejahtera hormat dasiman slm asalammualaikum,pegawai perintah pakai produk abc dongkrak pasar bahan bakar minyak harap perintah salam sejahtera hormat dasiman salam asalammualaikum,positif,pegawai perintah untuk pakai produk abc dongkrak pasar kurang bahan bakar minyak besar harap perintah salam sejahtera hormat dasiman salam asalammualaikum
1376,UgzcGYi1pGJhQL2JVSJ4AaABAg,indiendosia,2023-04-07 17:18:21+00:00,motor   dulu deh,motor,netral,motor   dulu deh
1377,UgzJOhxqDcbvtTh2eqp4AaABAg,Satria Aji,2023-04-01 12:03:38+00:00,kendaran jangan subsidi trs bos ku jalan muat mau lebar pulau penuh aspal,kendaran subsidi bos ku jalan muat lebar pulau penuh aspal,positif,kendaran jangan subsidi terus bos ku jalan muat mau lebar pulau penuh aspal
1378,UgzbV-Gk0XJsCcaLV_B4AaABAg,Hernado Panjaitan,2023-03-31 22:57:59+00:00,republik indonesia negara polusi udara nomor dunia,republik indonesia negara polusi udara nomor dunia,negatif,republik indonesia negara polusi udara nomor dunia
